Level,Date and Time,Source,Event ID,Task Category
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Power service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v2.0.50727_X86 service entered the stopped state.
Information,11/24/2019 10:08:11 AM,Service Control Manager,7036,None,The Group Policy Client service entered the stopped state.
Information,11/24/2019 10:08:11 AM,EventLog,6006,None,The Event log service was stopped.
Information,11/24/2019 10:08:11 AM,USER32,1074,None,"The process C:\Windows\system32\winlogon.exe (37L4247F27-26) has initiated the restart of computer VAGRANT-KOB3F2P on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)
 Reason Code: 0x80020003
 Shutdown Type: restart
 Comment: "
Information,11/24/2019 10:08:10 AM,Microsoft-Windows-Setup,2004,OS information,Successfully logged OS information
Information,11/24/2019 10:08:10 AM,Microsoft-Windows-Setup,2003,Setup information,Successfully logged Setup information
Information,11/24/2019 10:08:09 AM,Microsoft-Windows-Kernel-General,1,None,The system time has changed to ‎2019‎-‎11‎-‎24T10:08:09.640000000Z from ‎2019‎-‎11‎-‎24T10:08:09.640625000Z.
Information,11/24/2019 10:08:09 AM,Microsoft-Windows-Kernel-General,1,None,The system time has changed to ‎2019‎-‎11‎-‎24T10:08:09.640625000Z from ‎2019‎-‎11‎-‎24T10:08:09.640625000Z.
Information,11/24/2019 10:08:03 AM,Microsoft-Windows-UserPnp,20010,(7010),"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information,11/24/2019 10:08:03 AM,Service Control Manager,7040,None,The start type of the Microsoft .NET Framework NGEN v2.0.50727_X64 service was changed from demand start to auto start.
Information,11/24/2019 10:08:03 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v2.0.50727_X64 service entered the running state.
Information,11/24/2019 10:08:03 AM,Service Control Manager,7040,None,The start type of the Microsoft .NET Framework NGEN v2.0.50727_X86 service was changed from demand start to auto start.
Information,11/24/2019 10:08:03 AM,Service Control Manager,7036,None,The Microsoft .NET Framework NGEN v2.0.50727_X86 service entered the running state.
Information,11/24/2019 10:08:01 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\flpydisk.inf_amd64_neutral_f54222cc59267e1e\flpydisk.inf for Device Instance ID FDC\GENERIC_FLOPPY_DRIVE\5&34923401&0&0 with the following status: 0x0.
Information,11/24/2019 10:08:01 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service flpydisk for Device Instance ID FDC\GENERIC_FLOPPY_DRIVE\5&34923401&0&0 with the following status: 0.
Information,11/24/2019 10:08:01 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\disk.inf_amd64_neutral_10ce25bbc5a9cc43\disk.inf for Device Instance ID IDE\DISKVBOX_HARDDISK___________________________1.0_____\5&394C0AD3&0&0.0.0 with the following status: 0x0.
Information,11/24/2019 10:08:01 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service disk for Device Instance ID IDE\DISKVBOX_HARDDISK___________________________1.0_____\5&394C0AD3&0&0.0.0 with the following status: 0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\fdc.inf_amd64_neutral_bbcfca39fdc02275\fdc.inf for Device Instance ID ACPI\PNP0700\4&1D401FB5&0 with the following status: 0x0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service fdc for Device Instance ID ACPI\PNP0700\4&1D401FB5&0 with the following status: 0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\cdrom.inf_amd64_neutral_0b3d0d1942ab684b\cdrom.inf for Device Instance ID IDE\CDROMVBOX_CD-ROM_____________________________1.0_____\5&394C0AD3&0&0.1.0 with the following status: 0x0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service cdrom for Device Instance ID IDE\CDROMVBOX_CD-ROM_____________________________1.0_____\5&394C0AD3&0&0.1.0 with the following status: 0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\keyboard.inf_amd64_neutral_0684fdc43059f486\keyboard.inf for Device Instance ID ACPI\PNP0303\4&1D401FB5&0 with the following status: 0x0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service kbdclass for Device Instance ID ACPI\PNP0303\4&1D401FB5&0 with the following status: 0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service i8042prt for Device Instance ID ACPI\PNP0303\4&1D401FB5&0 with the following status: 0.
Information,11/24/2019 10:08:00 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID ACPI\PNP0200\4&1D401FB5&0 with the following status: 0x0.
Information,11/24/2019 10:07:59 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID ACPI\PNP0100\4&1D401FB5&0 with the following status: 0x0.
Information,11/24/2019 10:07:59 AM,Microsoft-Windows-Iphlpsvc,4200,None,Isatap interface isatap.osdc.lax.rapid7.com with address fe80::5efe:10.0.2.15 has been brought up.
Information,11/24/2019 10:07:59 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\mshdc.inf_amd64_neutral_aad30bdeec04ea5e\mshdc.inf for Device Instance ID PCIIDE\IDECHANNEL\4&2F42C713&0&1 with the following status: 0x0.
Information,11/24/2019 10:07:59 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service atapi for Device Instance ID PCIIDE\IDECHANNEL\4&2F42C713&0&1 with the following status: 0.
Information,11/24/2019 10:07:59 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID ACPI\PNP0000\4&1D401FB5&0 with the following status: 0x0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\mshdc.inf_amd64_neutral_aad30bdeec04ea5e\mshdc.inf for Device Instance ID PCIIDE\IDECHANNEL\4&2F42C713&0&0 with the following status: 0x0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service atapi for Device Instance ID PCIIDE\IDECHANNEL\4&2F42C713&0&0 with the following status: 0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\msmouse.inf_amd64_neutral_7a5f47d3150cc0eb\msmouse.inf for Device Instance ID ACPI\PNP0F03\4&1D401FB5&0 with the following status: 0x0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service mouclass for Device Instance ID ACPI\PNP0F03\4&1D401FB5&0 with the following status: 0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service i8042prt for Device Instance ID ACPI\PNP0F03\4&1D401FB5&0 with the following status: 0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\monitor.inf_amd64_neutral_ab477c4d805d044f\monitor.inf for Device Instance ID DISPLAY\DEFAULT_MONITOR\4&2ABFAA30&0&12345678&00&02 with the following status: 0x0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service monitor for Device Instance ID DISPLAY\DEFAULT_MONITOR\4&2ABFAA30&0&12345678&00&02 with the following status: 0.
Information,11/24/2019 10:07:58 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\mshdc.inf_amd64_neutral_aad30bdeec04ea5e\mshdc.inf for Device Instance ID PCI\VEN_8086&DEV_7111&SUBSYS_00000000&REV_01\3&267A616A&0&09 with the following status: 0x0.
Information,11/24/2019 10:07:57 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service intelide for Device Instance ID PCI\VEN_8086&DEV_7111&SUBSYS_00000000&REV_01\3&267A616A&0&09 with the following status: 0.
Information,11/24/2019 10:07:57 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID PCI\VEN_8086&DEV_7000&SUBSYS_00000000&REV_00\3&267A616A&0&08 with the following status: 0x0.
Information,11/24/2019 10:07:57 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service msisadrv for Device Instance ID PCI\VEN_8086&DEV_7000&SUBSYS_00000000&REV_00\3&267A616A&0&08 with the following status: 0.
Information,11/24/2019 10:07:57 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID PCI\VEN_8086&DEV_1237&SUBSYS_00000000&REV_02\3&267A616A&0&00 with the following status: 0x0.
Information,11/24/2019 10:07:57 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\battery.inf_amd64_neutral_cb8fa151a7b7cb80\battery.inf for Device Instance ID ACPI\ACPI0003\0 with the following status: 0x0.
Information,11/24/2019 10:07:56 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,11/24/2019 10:07:56 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service CmBatt for Device Instance ID ACPI\ACPI0003\0 with the following status: 0.
Information,11/24/2019 10:07:56 AM,Microsoft-Windows-UserPnp,20003,(7005),Driver Management has concluded the process to add Service Compbatt for Device Instance ID ROOT\COMPOSITE_BATTERY\0000 with the following status: 0.
Information,11/24/2019 10:07:56 AM,Service Control Manager,7040,None,The start type of the Microsoft Composite Battery Driver service was changed from demand start to boot start.
Information,11/24/2019 10:07:56 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver NULL Driver for Device Instance ID PCI\VEN_80EE&DEV_CAFE&SUBSYS_00000000&REV_00\3&267A616A&0&20 with the following status: 0x0.
Information,11/24/2019 10:07:55 AM,Microsoft-Windows-UserPnp,20001,(7005),Driver Management concluded the process to install driver FileRepository\display.inf_amd64_neutral_ea1c8215e52777a6\display.inf for Device Instance ID PCI\VEN_80EE&DEV_BEEF&SUBSYS_00000000&REV_00\3&267A616A&0&10 with the following status: 0x0.
